"Step","llama3-8b-baseline - train/ploss_6","llama3-8b-baseline - train/ploss_6__MIN","llama3-8b-baseline - train/ploss_6__MAX","llama3-8b-ours - train/ploss_6","llama3-8b-ours - train/ploss_6__MIN","llama3-8b-ours - train/ploss_6__MAX"
"450","1.1690254211425781","1.1690254211425781","1.1690254211425781","1.16690194606781","1.16690194606781","1.16690194606781"
"460","1.0948197841644287","1.0948197841644287","1.0948197841644287","1.1065194606781006","1.1065194606781006","1.1065194606781006"
"470","1.4716721773147583","1.4716721773147583","1.4716721773147583","1.4725877046585083","1.4725877046585083","1.4725877046585083"
"480","1.0348145961761475","1.0348145961761475","1.0348145961761475","1.0416314601898193","1.0416314601898193","1.0416314601898193"
"490","1.2493462562561035","1.2493462562561035","1.2493462562561035","1.2497156858444214","1.2497156858444214","1.2497156858444214"
"500","1.7513165473937988","1.7513165473937988","1.7513165473937988","1.7577706575393677","1.7577706575393677","1.7577706575393677"
"510","1.213718295097351","1.213718295097351","1.213718295097351","1.2142406702041626","1.2142406702041626","1.2142406702041626"
"520","1.2581692934036255","1.2581692934036255","1.2581692934036255","1.2538471221923828","1.2538471221923828","1.2538471221923828"
"530","1.954679012298584","1.954679012298584","1.954679012298584","1.9543561935424805","1.9543561935424805","1.9543561935424805"
"540","1.580363154411316","1.580363154411316","1.580363154411316","1.5783534049987793","1.5783534049987793","1.5783534049987793"
"550","1.0945056676864624","1.0945056676864624","1.0945056676864624","1.0917848348617554","1.0917848348617554","1.0917848348617554"
"560","1.4082276821136475","1.4082276821136475","1.4082276821136475","1.399846076965332","1.399846076965332","1.399846076965332"
"570","0.9630577564239502","0.9630577564239502","0.9630577564239502","0.9548090696334839","0.9548090696334839","0.9548090696334839"
"580","1.2195045948028564","1.2195045948028564","1.2195045948028564","1.2228920459747314","1.2228920459747314","1.2228920459747314"
"590","1.1670637130737305","1.1670637130737305","1.1670637130737305","1.16951322555542","1.16951322555542","1.16951322555542"
"600","2.0945796966552734","2.0945796966552734","2.0945796966552734","2.0900392532348633","2.0900392532348633","2.0900392532348633"
"610","1.1866005659103394","1.1866005659103394","1.1866005659103394","1.1857680082321167","1.1857680082321167","1.1857680082321167"
"620","1.2393765449523926","1.2393765449523926","1.2393765449523926","1.2364881038665771","1.2364881038665771","1.2364881038665771"
"630","1.3955519199371338","1.3955519199371338","1.3955519199371338","1.3931419849395752","1.3931419849395752","1.3931419849395752"
"640","1.2915825843811035","1.2915825843811035","1.2915825843811035","1.2922570705413818","1.2922570705413818","1.2922570705413818"
"650","1.2203797101974487","1.2203797101974487","1.2203797101974487","1.2158257961273193","1.2158257961273193","1.2158257961273193"
"660","1.1733592748641968","1.1733592748641968","1.1733592748641968","1.1678271293640137","1.1678271293640137","1.1678271293640137"
"670","1.069805383682251","1.069805383682251","1.069805383682251","1.0635714530944824","1.0635714530944824","1.0635714530944824"
"680","1.0759303569793701","1.0759303569793701","1.0759303569793701","1.0682318210601807","1.0682318210601807","1.0682318210601807"
"690","1.2057316303253174","1.2057316303253174","1.2057316303253174","1.1985015869140625","1.1985015869140625","1.1985015869140625"
"700","0.9362988471984863","0.9362988471984863","0.9362988471984863","0.9348608255386353","0.9348608255386353","0.9348608255386353"
"710","1.2752400636672974","1.2752400636672974","1.2752400636672974","1.2767843008041382","1.2767843008041382","1.2767843008041382"
"720","0.7137662172317505","0.7137662172317505","0.7137662172317505","0.7089391946792603","0.7089391946792603","0.7089391946792603"
"730","1.6487538814544678","1.6487538814544678","1.6487538814544678","1.6477410793304443","1.6477410793304443","1.6477410793304443"
"740","1.0869473218917847","1.0869473218917847","1.0869473218917847","1.0951728820800781","1.0951728820800781","1.0951728820800781"
"750","1.0880990028381348","1.0880990028381348","1.0880990028381348","1.0810590982437134","1.0810590982437134","1.0810590982437134"
"760","0.9148485064506531","0.9148485064506531","0.9148485064506531","0.9136776328086853","0.9136776328086853","0.9136776328086853"
"770","0.9842098951339722","0.9842098951339722","0.9842098951339722","0.9901847839355469","0.9901847839355469","0.9901847839355469"
"780","1.2365460395812988","1.2365460395812988","1.2365460395812988","1.2345480918884277","1.2345480918884277","1.2345480918884277"
"790","1.0694912672042847","1.0694912672042847","1.0694912672042847","1.0710796117782593","1.0710796117782593","1.0710796117782593"
"800","0.8167352080345154","0.8167352080345154","0.8167352080345154","0.8189820647239685","0.8189820647239685","0.8189820647239685"
"810","0.9871726036071777","0.9871726036071777","0.9871726036071777","0.9888253211975098","0.9888253211975098","0.9888253211975098"
"820","1.3253389596939087","1.3253389596939087","1.3253389596939087","1.3356175422668457","1.3356175422668457","1.3356175422668457"
"830","1.0359729528427124","1.0359729528427124","1.0359729528427124","1.0376594066619873","1.0376594066619873","1.0376594066619873"
"840","1.30818772315979","1.30818772315979","1.30818772315979","1.3049938678741455","1.3049938678741455","1.3049938678741455"
"850","0.7175112366676331","0.7175112366676331","0.7175112366676331","0.7152685523033142","0.7152685523033142","0.7152685523033142"
"860","1.4040586948394775","1.4040586948394775","1.4040586948394775","1.400562047958374","1.400562047958374","1.400562047958374"
"870","0.9808155298233032","0.9808155298233032","0.9808155298233032","0.9843289852142334","0.9843289852142334","0.9843289852142334"
"880","1.2820552587509155","1.2820552587509155","1.2820552587509155","1.2798378467559814","1.2798378467559814","1.2798378467559814"
"890","1.4758288860321045","1.4758288860321045","1.4758288860321045","1.4693615436553955","1.4693615436553955","1.4693615436553955"
"900","1.1807475090026855","1.1807475090026855","1.1807475090026855","1.1771854162216187","1.1771854162216187","1.1771854162216187"
"910","0.9591670036315918","0.9591670036315918","0.9591670036315918","0.9569274187088013","0.9569274187088013","0.9569274187088013"
"920","1.1037821769714355","1.1037821769714355","1.1037821769714355","1.1004635095596313","1.1004635095596313","1.1004635095596313"
"930","0.7924714088439941","0.7924714088439941","0.7924714088439941","0.7927294373512268","0.7927294373512268","0.7927294373512268"
"940","1.0626922845840454","1.0626922845840454","1.0626922845840454","1.0607264041900635","1.0607264041900635","1.0607264041900635"
"950","0.6510846614837646","0.6510846614837646","0.6510846614837646","0.6547033786773682","0.6547033786773682","0.6547033786773682"
"960","1.1917929649353027","1.1917929649353027","1.1917929649353027","1.188122272491455","1.188122272491455","1.188122272491455"
"970","0.9906560778617859","0.9906560778617859","0.9906560778617859","0.988991916179657","0.988991916179657","0.988991916179657"
"980","1.1482670307159424","1.1482670307159424","1.1482670307159424","1.1485215425491333","1.1485215425491333","1.1485215425491333"
"990","0.9070479869842529","0.9070479869842529","0.9070479869842529","0.9039504528045654","0.9039504528045654","0.9039504528045654"
"1000","0.9161685705184937","0.9161685705184937","0.9161685705184937","0.9132252931594849","0.9132252931594849","0.9132252931594849"
"1010","0.9216846227645874","0.9216846227645874","0.9216846227645874","0.9220291376113892","0.9220291376113892","0.9220291376113892"
"1020","1.5782150030136108","1.5782150030136108","1.5782150030136108","1.583394169807434","1.583394169807434","1.583394169807434"
"1030","1.2712024450302124","1.2712024450302124","1.2712024450302124","1.2697645425796509","1.2697645425796509","1.2697645425796509"
"1040","0.966995120048523","0.966995120048523","0.966995120048523","0.9665948152542114","0.9665948152542114","0.9665948152542114"
"1050","1.647322654724121","1.647322654724121","1.647322654724121","1.6400322914123535","1.6400322914123535","1.6400322914123535"
"1060","1.3940417766571045","1.3940417766571045","1.3940417766571045","1.394148349761963","1.394148349761963","1.394148349761963"
"1070","1.1594445705413818","1.1594445705413818","1.1594445705413818","1.166611671447754","1.166611671447754","1.166611671447754"
"1080","1.2241437435150146","1.2241437435150146","1.2241437435150146","1.221472978591919","1.221472978591919","1.221472978591919"
"1090","1.1715044975280762","1.1715044975280762","1.1715044975280762","1.1733753681182861","1.1733753681182861","1.1733753681182861"
"1100","1.2972207069396973","1.2972207069396973","1.2972207069396973","1.2967853546142578","1.2967853546142578","1.2967853546142578"
"1110","1.477099895477295","1.477099895477295","1.477099895477295","1.4922680854797363","1.4922680854797363","1.4922680854797363"
"1120","1.0858843326568604","1.0858843326568604","1.0858843326568604","1.0878161191940308","1.0878161191940308","1.0878161191940308"
"1130","0.7324087619781494","0.7324087619781494","0.7324087619781494","0.739785373210907","0.739785373210907","0.739785373210907"
"1140","0.571216344833374","0.571216344833374","0.571216344833374","0.5705064535140991","0.5705064535140991","0.5705064535140991"
"1150","1.0818350315093994","1.0818350315093994","1.0818350315093994","1.0786511898040771","1.0786511898040771","1.0786511898040771"
"1160","0.8716903328895569","0.8716903328895569","0.8716903328895569","0.8652496933937073","0.8652496933937073","0.8652496933937073"
"1170","0.817613959312439","0.817613959312439","0.817613959312439","0.8185632228851318","0.8185632228851318","0.8185632228851318"
"1180","1.1601645946502686","1.1601645946502686","1.1601645946502686","1.1542376279830933","1.1542376279830933","1.1542376279830933"
"1190","1.1501375436782837","1.1501375436782837","1.1501375436782837","1.146583080291748","1.146583080291748","1.146583080291748"
"1200","1.2235891819000244","1.2235891819000244","1.2235891819000244","1.2216575145721436","1.2216575145721436","1.2216575145721436"
"1210","0.9869767427444458","0.9869767427444458","0.9869767427444458","0.9906266331672668","0.9906266331672668","0.9906266331672668"
"1220","0.8496599793434143","0.8496599793434143","0.8496599793434143","0.8514397740364075","0.8514397740364075","0.8514397740364075"
"1230","1.6127325296401978","1.6127325296401978","1.6127325296401978","1.6036471128463745","1.6036471128463745","1.6036471128463745"
"1240","1.3042465448379517","1.3042465448379517","1.3042465448379517","1.3019437789916992","1.3019437789916992","1.3019437789916992"
"1250","0.8576947450637817","0.8576947450637817","0.8576947450637817","0.8531748652458191","0.8531748652458191","0.8531748652458191"
"1260","1.0082685947418213","1.0082685947418213","1.0082685947418213","1.0087710618972778","1.0087710618972778","1.0087710618972778"
"1270","1.1703189611434937","1.1703189611434937","1.1703189611434937","1.1638765335083008","1.1638765335083008","1.1638765335083008"
"1280","1.078212857246399","1.078212857246399","1.078212857246399","1.0824815034866333","1.0824815034866333","1.0824815034866333"
"1290","1.069580316543579","1.069580316543579","1.069580316543579","1.0643956661224365","1.0643956661224365","1.0643956661224365"
"1300","0.9969610571861267","0.9969610571861267","0.9969610571861267","0.9932281970977783","0.9932281970977783","0.9932281970977783"
"1310","1.1835906505584717","1.1835906505584717","1.1835906505584717","1.183339238166809","1.183339238166809","1.183339238166809"
"1320","0.9513188004493713","0.9513188004493713","0.9513188004493713","0.9559450149536133","0.9559450149536133","0.9559450149536133"
"1330","0.8805287480354309","0.8805287480354309","0.8805287480354309","0.8871021866798401","0.8871021866798401","0.8871021866798401"
"1340","0.8964922428131104","0.8964922428131104","0.8964922428131104","0.8899413347244263","0.8899413347244263","0.8899413347244263"
"1350","1.0877060890197754","1.0877060890197754","1.0877060890197754","1.0804896354675293","1.0804896354675293","1.0804896354675293"
"1360","0.8371831178665161","0.8371831178665161","0.8371831178665161","0.8432945013046265","0.8432945013046265","0.8432945013046265"
"1370","0.958885908126831","0.958885908126831","0.958885908126831","0.959830641746521","0.959830641746521","0.959830641746521"
"1380","1.1324694156646729","1.1324694156646729","1.1324694156646729","1.1322919130325317","1.1322919130325317","1.1322919130325317"
"1390","0.8630167245864868","0.8630167245864868","0.8630167245864868","0.8613121509552002","0.8613121509552002","0.8613121509552002"
"1400","1.4164233207702637","1.4164233207702637","1.4164233207702637","1.4200690984725952","1.4200690984725952","1.4200690984725952"
"1410","0.9177134037017822","0.9177134037017822","0.9177134037017822","0.9231002330780029","0.9231002330780029","0.9231002330780029"
"1420","0.8754338026046753","0.8754338026046753","0.8754338026046753","0.8757300972938538","0.8757300972938538","0.8757300972938538"
"1430","1.1265299320220947","1.1265299320220947","1.1265299320220947","1.1293362379074097","1.1293362379074097","1.1293362379074097"
"1440","0.9475559592247009","0.9475559592247009","0.9475559592247009","0.9481414556503296","0.9481414556503296","0.9481414556503296"
"1450","1.1698453426361084","1.1698453426361084","1.1698453426361084","1.1714129447937012","1.1714129447937012","1.1714129447937012"
"1460","0.8938847780227661","0.8938847780227661","0.8938847780227661","0.8995715379714966","0.8995715379714966","0.8995715379714966"
"1470","1.0464751720428467","1.0464751720428467","1.0464751720428467","1.0387556552886963","1.0387556552886963","1.0387556552886963"
"1480","1.3527711629867554","1.3527711629867554","1.3527711629867554","1.3505816459655762","1.3505816459655762","1.3505816459655762"
"1490","0.6272525191307068","0.6272525191307068","0.6272525191307068","0.631099283695221","0.631099283695221","0.631099283695221"
"1500","0.9533530473709106","0.9533530473709106","0.9533530473709106","0.9540017247200012","0.9540017247200012","0.9540017247200012"
"1510","0.8091429471969604","0.8091429471969604","0.8091429471969604","0.8078480958938599","0.8078480958938599","0.8078480958938599"
"1520","1.0181025266647339","1.0181025266647339","1.0181025266647339","1.0210477113723755","1.0210477113723755","1.0210477113723755"
"1530","1.2079856395721436","1.2079856395721436","1.2079856395721436","1.2115386724472046","1.2115386724472046","1.2115386724472046"
"1540","0.9019871950149536","0.9019871950149536","0.9019871950149536","0.903901219367981","0.903901219367981","0.903901219367981"
"1550","0.6482378840446472","0.6482378840446472","0.6482378840446472","0.6501107215881348","0.6501107215881348","0.6501107215881348"
"1560","1.5884976387023926","1.5884976387023926","1.5884976387023926","1.5852954387664795","1.5852954387664795","1.5852954387664795"
"1570","1.0133872032165527","1.0133872032165527","1.0133872032165527","1.0098429918289185","1.0098429918289185","1.0098429918289185"
"1580","1.1564489603042603","1.1564489603042603","1.1564489603042603","1.1566914319992065","1.1566914319992065","1.1566914319992065"
"1590","0.9632025361061096","0.9632025361061096","0.9632025361061096","0.9650562405586243","0.9650562405586243","0.9650562405586243"
"1600","0.9916480183601379","0.9916480183601379","0.9916480183601379","0.9927113652229309","0.9927113652229309","0.9927113652229309"
"1610","1.1133403778076172","1.1133403778076172","1.1133403778076172","1.1201125383377075","1.1201125383377075","1.1201125383377075"
"1620","1.3212860822677612","1.3212860822677612","1.3212860822677612","1.322666883468628","1.322666883468628","1.322666883468628"
"1630","1.0473986864089966","1.0473986864089966","1.0473986864089966","1.052655577659607","1.052655577659607","1.052655577659607"
"1640","0.8943469524383545","0.8943469524383545","0.8943469524383545","0.8920743465423584","0.8920743465423584","0.8920743465423584"
"1650","1.1646900177001953","1.1646900177001953","1.1646900177001953","1.1684048175811768","1.1684048175811768","1.1684048175811768"
"1660","0.9264577627182007","0.9264577627182007","0.9264577627182007","0.9249032139778137","0.9249032139778137","0.9249032139778137"
"1670","1.4989373683929443","1.4989373683929443","1.4989373683929443","1.5127712488174438","1.5127712488174438","1.5127712488174438"
"1680","1.0765533447265625","1.0765533447265625","1.0765533447265625","1.0783448219299316","1.0783448219299316","1.0783448219299316"
"1690","0.7761018872261047","0.7761018872261047","0.7761018872261047","0.7775241136550903","0.7775241136550903","0.7775241136550903"
"1700","1.2212092876434326","1.2212092876434326","1.2212092876434326","1.2257825136184692","1.2257825136184692","1.2257825136184692"
"1710","0.97630774974823","0.97630774974823","0.97630774974823","0.9857584238052368","0.9857584238052368","0.9857584238052368"
"1720","0.8848249912261963","0.8848249912261963","0.8848249912261963","0.888079047203064","0.888079047203064","0.888079047203064"
"1730","0.8106657862663269","0.8106657862663269","0.8106657862663269","0.8120602369308472","0.8120602369308472","0.8120602369308472"
"1740","1.175497055053711","1.175497055053711","1.175497055053711","1.1755189895629883","1.1755189895629883","1.1755189895629883"
"1750","0.7476162314414978","0.7476162314414978","0.7476162314414978","0.744270384311676","0.744270384311676","0.744270384311676"
"1760","1.0073509216308594","1.0073509216308594","1.0073509216308594","1.014901041984558","1.014901041984558","1.014901041984558"
"1770","0.48874855041503906","0.48874855041503906","0.48874855041503906","0.4904453754425049","0.4904453754425049","0.4904453754425049"
"1780","1.0306944847106934","1.0306944847106934","1.0306944847106934","1.0348342657089233","1.0348342657089233","1.0348342657089233"
"1790","0.8863803148269653","0.8863803148269653","0.8863803148269653","0.8881611824035645","0.8881611824035645","0.8881611824035645"
"1800","0.7403039932250977","0.7403039932250977","0.7403039932250977","0.7433590292930603","0.7433590292930603","0.7433590292930603"
"1810","0.8203765749931335","0.8203765749931335","0.8203765749931335","0.8204451203346252","0.8204451203346252","0.8204451203346252"
"1820","0.8602451086044312","0.8602451086044312","0.8602451086044312","0.8633763194084167","0.8633763194084167","0.8633763194084167"
"1830","1.013242483139038","1.013242483139038","1.013242483139038","1.0140583515167236","1.0140583515167236","1.0140583515167236"
"1840","1.0635027885437012","1.0635027885437012","1.0635027885437012","1.0571849346160889","1.0571849346160889","1.0571849346160889"
"1850","0.808867335319519","0.808867335319519","0.808867335319519","0.8086417317390442","0.8086417317390442","0.8086417317390442"
"1860","0.8332133293151855","0.8332133293151855","0.8332133293151855","0.8351525664329529","0.8351525664329529","0.8351525664329529"
"1870","0.7655807137489319","0.7655807137489319","0.7655807137489319","0.7675062417984009","0.7675062417984009","0.7675062417984009"
"1880","1.0727418661117554","1.0727418661117554","1.0727418661117554","1.0795003175735474","1.0795003175735474","1.0795003175735474"
"1890","0.8261414766311646","0.8261414766311646","0.8261414766311646","0.8266826868057251","0.8266826868057251","0.8266826868057251"
"1900","0.933797299861908","0.933797299861908","0.933797299861908","0.943322479724884","0.943322479724884","0.943322479724884"
"1910","0.7885984778404236","0.7885984778404236","0.7885984778404236","0.7920887470245361","0.7920887470245361","0.7920887470245361"
"1920","0.8206116557121277","0.8206116557121277","0.8206116557121277","0.8138605356216431","0.8138605356216431","0.8138605356216431"
"1930","0.7216156721115112","0.7216156721115112","0.7216156721115112","0.7223907709121704","0.7223907709121704","0.7223907709121704"
"1940","0.811295747756958","0.811295747756958","0.811295747756958","0.8094199895858765","0.8094199895858765","0.8094199895858765"
"1950","0.7089627385139465","0.7089627385139465","0.7089627385139465","0.7150666117668152","0.7150666117668152","0.7150666117668152"
"1960","0.5293107628822327","0.5293107628822327","0.5293107628822327","0.532429575920105","0.532429575920105","0.532429575920105"
"1970","0.8268418908119202","0.8268418908119202","0.8268418908119202","0.828603208065033","0.828603208065033","0.828603208065033"
"1980","0.5258965492248535","0.5258965492248535","0.5258965492248535","0.5286023616790771","0.5286023616790771","0.5286023616790771"
"1990","0.4757629930973053","0.4757629930973053","0.4757629930973053","0.4755074977874756","0.4755074977874756","0.4755074977874756"
"2000","0.5866943001747131","0.5866943001747131","0.5866943001747131","0.5844866633415222","0.5844866633415222","0.5844866633415222"
"2010","0.8173478841781616","0.8173478841781616","0.8173478841781616","0.8175032734870911","0.8175032734870911","0.8175032734870911"
"2020","0.7146020531654358","0.7146020531654358","0.7146020531654358","0.7195739150047302","0.7195739150047302","0.7195739150047302"
"2030","0.8895190954208374","0.8895190954208374","0.8895190954208374","0.8936863541603088","0.8936863541603088","0.8936863541603088"
"2040","1.0908129215240479","1.0908129215240479","1.0908129215240479","1.0891960859298706","1.0891960859298706","1.0891960859298706"
"2050","0.8636423349380493","0.8636423349380493","0.8636423349380493","0.8641669750213623","0.8641669750213623","0.8641669750213623"
"2060","0.6389606595039368","0.6389606595039368","0.6389606595039368","0.641842782497406","0.641842782497406","0.641842782497406"
"2070","1.132957935333252","1.132957935333252","1.132957935333252","1.1329991817474365","1.1329991817474365","1.1329991817474365"
"2080","0.8572796583175659","0.8572796583175659","0.8572796583175659","0.8542760014533997","0.8542760014533997","0.8542760014533997"
"2090","0.7738234400749207","0.7738234400749207","0.7738234400749207","0.7730008959770203","0.7730008959770203","0.7730008959770203"
"2100","0.47898319363594055","0.47898319363594055","0.47898319363594055","0.4828055500984192","0.4828055500984192","0.4828055500984192"
"2110","0.8179905414581299","0.8179905414581299","0.8179905414581299","0.818354606628418","0.818354606628418","0.818354606628418"
"2120","0.668018102645874","0.668018102645874","0.668018102645874","0.6697708368301392","0.6697708368301392","0.6697708368301392"
"2130","0.9489865303039551","0.9489865303039551","0.9489865303039551","0.9498920440673828","0.9498920440673828","0.9498920440673828"
"2140","0.5446974039077759","0.5446974039077759","0.5446974039077759","0.5398722290992737","0.5398722290992737","0.5398722290992737"
"2150","1.0708205699920654","1.0708205699920654","1.0708205699920654","1.0716567039489746","1.0716567039489746","1.0716567039489746"
"2160","0.7278711199760437","0.7278711199760437","0.7278711199760437","0.7256969809532166","0.7256969809532166","0.7256969809532166"
"2170","0.7951861023902893","0.7951861023902893","0.7951861023902893","0.801287055015564","0.801287055015564","0.801287055015564"
"2180","0.41037285327911377","0.41037285327911377","0.41037285327911377","0.40830469131469727","0.40830469131469727","0.40830469131469727"
"2190","0.5871434211730957","0.5871434211730957","0.5871434211730957","0.5846467018127441","0.5846467018127441","0.5846467018127441"
"2200","0.7542850971221924","0.7542850971221924","0.7542850971221924","0.7566425800323486","0.7566425800323486","0.7566425800323486"
"2210","0.868534505367279","0.868534505367279","0.868534505367279","0.864240288734436","0.864240288734436","0.864240288734436"
"2220","0.9373581409454346","0.9373581409454346","0.9373581409454346","0.9307427406311035","0.9307427406311035","0.9307427406311035"
"2230","1.1524317264556885","1.1524317264556885","1.1524317264556885","1.1496270895004272","1.1496270895004272","1.1496270895004272"
"2240","1.0268914699554443","1.0268914699554443","1.0268914699554443","1.0251591205596924","1.0251591205596924","1.0251591205596924"
"2250","1.136357069015503","1.136357069015503","1.136357069015503","1.137562870979309","1.137562870979309","1.137562870979309"
"2260","0.925624668598175","0.925624668598175","0.925624668598175","0.918898344039917","0.918898344039917","0.918898344039917"
"2270","1.082639217376709","1.082639217376709","1.082639217376709","1.0810378789901733","1.0810378789901733","1.0810378789901733"
"2280","0.9599863290786743","0.9599863290786743","0.9599863290786743","0.9509122967720032","0.9509122967720032","0.9509122967720032"
"2290","0.864058256149292","0.864058256149292","0.864058256149292","0.8598960638046265","0.8598960638046265","0.8598960638046265"
"2300","0.7990224361419678","0.7990224361419678","0.7990224361419678","0.7927817106246948","0.7927817106246948","0.7927817106246948"
"2310","0.7834483981132507","0.7834483981132507","0.7834483981132507","0.7841885685920715","0.7841885685920715","0.7841885685920715"
"2320","0.7896630764007568","0.7896630764007568","0.7896630764007568","0.7811787128448486","0.7811787128448486","0.7811787128448486"
"2330","0.858673632144928","0.858673632144928","0.858673632144928","0.8433202505111694","0.8433202505111694","0.8433202505111694"
"2340","0.789190411567688","0.789190411567688","0.789190411567688","0.7883427143096924","0.7883427143096924","0.7883427143096924"
"2350","0.9041255712509155","0.9041255712509155","0.9041255712509155","0.902294397354126","0.902294397354126","0.902294397354126"
"2360","0.33987557888031006","0.33987557888031006","0.33987557888031006","0.31704211235046387","0.31704211235046387","0.31704211235046387"
"2370","0.4801570177078247","0.4801570177078247","0.4801570177078247","0.4754042625427246","0.4754042625427246","0.4754042625427246"
"2380","0.6443424820899963","0.6443424820899963","0.6443424820899963","0.6448701024055481","0.6448701024055481","0.6448701024055481"
